model,simID,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma
hs,6704,tropical,3.68950592,5.08E-06,0.0002323,2.240618706,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6705,tropical,2.811683273,3.91E-06,0.000321207,2.511717867,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6706,tropical,6.185761375,1.96E-08,0.001730322,2.774306253,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6707,tropical,6.627829358,4.95E-07,0.000339456,1.088694678,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6708,tropical,2.291568545,1.33E-06,0.001968062,7.337886432,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6709,tropical,3.56367604,5.90E-05,1.69E-05,4.727508851,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6710,tropical,8.17935276,7.06E-06,0.000241643,3.77720049,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6711,tropical,10.61409936,7.91E-06,4.36E-07,2.725085007,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6712,tropical,2.001408466,7.59E-07,0.000479576,3.037111414,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6713,tropical,8.632226895,3.03E-08,2.17E-07,3.218708817,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6714,tropical,10.47966355,1.36E-05,2.54E-06,3.534315046,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6715,tropical,9.186346884,5.66E-07,1.14E-05,2.700976894,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6716,tropical,4.082923307,5.32E-07,0.005213447,10.21676764,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6717,tropical,7.495794605,1.29E-08,0.007703936,4.453134585,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6718,tropical,10.53355451,3.86E-08,1.56E-07,1.851092092,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6719,tropical,10.5373265,4.90E-07,8.68E-05,4.778178052,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6720,tropical,4.399792034,1.17E-05,1.41E-07,6.433435196,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6721,tropical,3.624741101,1.04E-08,6.71E-05,8.870109261,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6722,tropical,2.654539332,2.60E-06,3.10E-07,4.203135277,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6723,tropical,4.221680566,4.19E-05,0.000141727,9.380385183,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6724,tropical,6.101252066,6.71E-06,0.001237397,10.98470485,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6725,tropical,10.23968471,1.12E-07,5.63E-06,3.134429924,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6726,tropical,6.109596984,2.54E-05,4.68E-07,5.372964913,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6727,tropical,3.576212608,2.16E-07,2.54E-07,4.787299963,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6728,tropical,1.46460887,2.06E-06,5.65E-06,10.65576709,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6729,tropical,5.178562583,5.38E-07,0.009579855,7.411165022,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6730,tropical,9.540015023,1.61E-08,4.62E-05,9.061353338,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6731,tropical,4.472306777,8.30E-06,4.78E-06,10.19062189,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6732,tropical,2.314423205,1.56E-06,3.73E-06,1.58622448,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6733,tropical,4.744868645,1.01E-05,8.19E-06,5.776428556,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6734,tropical,7.314202284,1.60E-08,1.24E-07,7.968827883,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6735,tropical,4.900789337,7.24E-06,1.52E-07,1.446715094,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6736,tropical,7.896278488,1.55E-07,0.002469258,8.568543169,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6737,tropical,7.894134125,1.36E-07,1.02E-05,6.916737248,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6738,tropical,6.549006232,2.09E-05,2.22E-05,6.10140463,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6739,tropical,5.296244078,2.22E-08,1.03E-05,5.526017664,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6740,tropical,5.527200628,1.48E-08,0.00032393,1.254819661,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6741,tropical,4.064432589,2.48E-07,9.90E-06,10.61843609,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6742,tropical,6.78353944,1.48E-06,3.23E-05,10.8762744,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6743,tropical,10.10370304,2.74E-06,1.53E-07,7.343595581,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6744,tropical,2.426040821,1.22E-07,3.09E-06,5.255413469,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6745,tropical,5.150476253,6.62E-08,0.006519434,3.666259052,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6746,tropical,3.109257507,3.36E-07,0.004736794,1.80569488,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6747,tropical,5.287503709,7.77E-07,0.006389927,4.301415634,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6748,tropical,2.326899752,2.20E-05,0.000918284,9.940501029,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6749,tropical,5.600964459,3.06E-08,0.000594136,4.066751985,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6750,tropical,10.42957059,5.05E-06,2.14E-07,5.024238412,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6751,tropical,8.619738616,9.70E-07,4.76E-07,6.737913975,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6752,tropical,10.32909829,4.06E-05,4.15E-07,6.969883844,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6753,tropical,5.706784976,1.60E-06,0.00064971,6.700171376,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6754,tropical,7.035880677,3.27E-08,0.003291005,3.18071288,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6755,tropical,5.849896806,5.86E-07,1.03E-05,9.201267445,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6756,tropical,2.088063165,5.88E-08,8.18E-07,1.366557809,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6757,tropical,3.47726833,5.49E-07,7.46E-06,7.255828149,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6758,tropical,5.985145307,7.95E-08,3.40E-05,5.334789382,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6759,tropical,4.728667081,6.99E-05,0.00369414,4.569261385,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6760,tropical,10.3469137,6.22E-07,2.42E-07,8.736676401,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6761,tropical,6.239860779,1.28E-05,3.54E-07,2.734520479,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6762,tropical,4.171446717,4.29E-08,0.000590658,5.932089732,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6763,tropical,3.779660295,2.93E-05,3.33E-06,8.371889085,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6764,tropical,8.875405077,6.68E-08,0.000415957,6.110010228,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6765,tropical,8.024625125,5.15E-08,1.45E-06,5.75086916,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6766,tropical,2.650276387,4.57E-08,9.27E-06,6.878999406,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6767,tropical,1.644575388,1.82E-06,3.46E-05,6.725373793,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6768,tropical,8.547056216,8.10E-06,0.005007078,7.549177407,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6769,tropical,7.20410033,3.19E-05,1.95E-07,9.651255558,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6770,tropical,2.695767667,6.82E-06,3.34E-06,4.968463759,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6771,tropical,1.622140523,8.13E-07,1.60E-06,10.60116156,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6772,tropical,2.090292686,1.91E-05,8.43E-06,4.808772552,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6773,tropical,4.817163517,1.17E-08,0.000653005,2.7008828,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6774,tropical,2.693109146,9.65E-05,0.002104917,3.316048786,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6775,tropical,3.986525421,3.46E-06,0.000248631,10.49920209,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6776,tropical,2.92209535,5.17E-07,0.000241999,1.835081576,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6777,tropical,3.571700213,1.30E-08,6.69E-07,2.930440159,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6778,tropical,2.812318228,1.03E-05,0.001033563,1.746952952,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6779,tropical,5.773137097,6.83E-08,0.000363051,7.05016008,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6780,tropical,8.707370429,9.95E-05,0.004400636,3.158428964,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6781,tropical,1.277871224,4.26E-05,1.09E-07,6.879872607,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6782,tropical,6.27310777,7.08E-06,9.59E-05,3.288976032,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6783,tropical,9.803190689,8.39E-06,6.82E-06,4.909251792,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6784,tropical,4.73063372,7.76E-07,0.000512667,4.479059134,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6785,tropical,1.479591317,2.82E-05,0.000646304,10.18379402,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6786,tropical,2.386282467,4.59E-08,2.01E-06,2.120391237,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6787,tropical,4.214921204,3.03E-06,1.88E-06,3.549761436,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6788,tropical,2.548316113,1.48E-07,0.000247859,2.866240699,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6789,tropical,2.322281722,6.68E-07,2.68E-05,8.45543523,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6790,tropical,3.213059277,1.52E-08,7.81E-06,10.32968782,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6791,tropical,3.263807962,5.14E-08,1.90E-07,5.947118938,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6792,tropical,2.314165338,1.71E-08,0.003127012,7.449936812,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6793,tropical,10.8156346,5.99E-05,0.001020039,2.758025868,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6794,tropical,4.270137268,2.35E-07,2.54E-05,7.029946462,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6795,tropical,6.069394971,1.18E-06,1.45E-07,9.877576659,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6796,tropical,7.814425148,3.17E-06,3.63E-05,5.902094044,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6797,tropical,1.991691032,8.89E-08,7.34E-06,1.183835726,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6798,tropical,2.189025582,1.16E-06,3.11E-05,2.793907923,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6799,tropical,1.504396595,1.68E-05,9.92E-06,3.993911384,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6800,tropical,10.2925392,2.47E-07,1.27E-07,3.769640612,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6801,tropical,7.737122328,2.72E-05,4.18E-05,1.616094244,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6802,tropical,1.948578555,1.37E-08,6.34E-07,4.553213477,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6803,tropical,5.925961208,7.66E-05,1.06E-06,6.77037754,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6804,tropical,5.615518406,9.56E-06,0.007518541,6.350315585,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6805,tropical,4.752165309,1.24E-07,0.006788509,7.042728303,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6806,tropical,10.9109922,5.11E-06,0.000631468,5.861489784,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6807,tropical,2.763507137,2.46E-07,2.41E-07,2.31626568,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6808,tropical,9.134352085,6.14E-05,3.79E-05,10.64570049,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6809,tropical,1.684466371,2.26E-07,0.000100352,8.424615764,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6810,tropical,5.004497468,1.34E-08,1.53E-05,4.668393847,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6811,tropical,2.411443257,2.60E-07,1.02E-07,2.508252949,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6812,tropical,2.933098624,3.54E-07,1.51E-05,3.269396733,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6813,tropical,9.413517168,2.68E-07,3.20E-05,8.451168089,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6814,tropical,8.199139884,6.92E-05,0.000222856,1.505923778,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6815,tropical,3.672120831,3.43E-07,0.000298048,6.939932968,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6816,tropical,5.950016448,1.53E-06,0.00081762,2.532506484,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6817,tropical,1.831138978,5.03E-05,4.96E-07,8.62780725,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6818,tropical,4.538842406,4.65E-05,6.55E-07,10.95281065,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6819,tropical,10.69208805,9.35E-08,0.000627646,2.739981107,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6820,tropical,7.247141897,7.39E-06,1.65E-05,7.191308226,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6821,tropical,7.646182497,2.49E-07,0.000140716,6.37983174,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6822,tropical,4.124896565,1.65E-06,3.33E-07,9.182582622,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6823,tropical,5.056896127,9.37E-06,0.001505721,4.217469072,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6824,tropical,10.96077372,1.90E-05,4.67E-06,6.823269368,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6825,tropical,9.550823564,3.01E-05,9.94E-07,1.709323795,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6826,tropical,10.53548396,1.39E-08,0.00029698,6.706440131,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6827,tropical,9.123050923,7.59E-08,6.75E-07,6.606772506,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6828,tropical,8.821821158,2.94E-07,2.34E-07,5.341709395,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6829,tropical,3.678781289,1.67E-07,1.55E-07,10.61948785,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6830,tropical,8.621515295,8.15E-06,0.001698639,8.112716844,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6831,tropical,10.86311589,6.29E-06,7.37E-06,3.58469532,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6832,tropical,3.93605549,4.37E-05,0.002532524,10.25677538,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6833,tropical,4.99351107,2.41E-05,2.83E-07,5.208116631,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6834,tropical,9.121315239,1.30E-05,3.02E-05,9.163007456,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6835,tropical,1.771516692,4.01E-07,0.000591036,8.546650476,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6836,tropical,4.636968099,2.03E-06,0.000107017,5.121433045,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6837,tropical,5.425924672,2.02E-08,4.39E-05,6.14416832,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6838,tropical,2.567141325,3.10E-05,0.003556587,6.422847185,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6839,tropical,6.822052702,6.69E-05,0.008484857,10.74024304,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6840,tropical,10.70162179,1.05E-06,2.50E-06,1.736379549,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6841,tropical,10.89499833,4.98E-05,4.14E-07,8.695038053,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6842,tropical,2.764520365,3.45E-08,7.45E-07,9.725549092,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6843,tropical,6.421304244,9.01E-08,0.002550799,10.89865585,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6844,tropical,4.84303892,9.12E-07,4.20E-07,10.65147644,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6845,tropical,7.761640508,7.87E-07,3.12E-06,7.364213186,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6846,tropical,3.692937797,5.50E-07,6.66E-07,1.653892939,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6847,tropical,5.692509423,1.44E-08,2.31E-07,2.28414755,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6848,tropical,2.718000823,3.78E-06,1.56E-06,5.927847805,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6849,tropical,4.691894624,7.28E-06,0.000383118,7.632448602,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6850,tropical,8.254052726,2.55E-07,0.000167921,2.893787137,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6851,tropical,5.861491043,6.11E-05,2.40E-07,2.775983933,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6852,tropical,1.638024667,9.38E-06,7.30E-07,2.155603256,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6853,tropical,8.8454623,1.60E-08,5.35E-07,2.569524002,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6854,tropical,5.183216358,8.35E-05,9.11E-06,9.574108495,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6855,tropical,10.81018085,7.44E-08,1.44E-06,5.248605317,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6856,tropical,3.828839559,1.40E-08,6.41E-05,9.783416711,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6857,tropical,9.478821495,1.10E-07,8.27E-05,9.248265639,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6858,tropical,1.822392309,7.61E-06,3.12E-07,10.78819617,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6859,tropical,9.864587506,9.81E-08,6.23E-07,7.345430159,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6860,tropical,5.719307309,8.70E-08,0.004076871,7.91523276,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6861,tropical,2.091009635,1.21E-08,0.001982662,8.921833394,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6862,tropical,4.332779845,1.14E-07,0.00343553,1.341706455,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6863,tropical,9.374165692,5.85E-06,3.77E-07,9.19993681,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6864,tropical,3.768498417,1.38E-08,1.51E-07,7.876361626,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6865,tropical,6.870351414,1.78E-08,8.49E-05,5.317768919,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6866,tropical,9.367322697,3.90E-07,3.72E-06,3.438757869,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6867,tropical,1.71154024,9.12E-07,6.09E-05,1.08147703,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6868,tropical,8.027787433,3.34E-06,5.92E-06,5.211061434,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6869,tropical,7.988245372,7.83E-06,5.20E-07,8.869569079,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6870,tropical,5.63962381,2.03E-08,6.85E-05,6.955921228,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6871,tropical,5.369311105,4.85E-07,4.68E-06,10.84963059,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6872,tropical,6.621767878,7.85E-05,4.00E-07,6.280434559,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6873,tropical,10.28483226,1.80E-05,1.90E-06,6.232784178,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6874,tropical,3.304664142,7.85E-08,5.85E-06,8.864448049,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6875,tropical,3.218137544,9.10E-07,0.001434167,1.877224093,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6876,tropical,5.202158933,1.11E-08,0.000824365,3.561119806,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6877,tropical,4.335208057,1.08E-07,0.005020663,4.566041202,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6878,tropical,9.648075503,6.58E-07,0.001570345,3.49055458,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6879,tropical,2.771945357,9.20E-06,5.56E-07,2.750184877,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6880,tropical,5.933187286,9.18E-05,8.98E-05,6.729220808,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6881,tropical,5.297133668,2.13E-07,0.001317689,5.833931483,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6882,tropical,6.64263843,6.01E-05,0.000144353,9.099489692,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6883,tropical,7.561623155,7.04E-05,2.24E-05,8.50515234,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6884,tropical,10.78554063,3.95E-05,1.97E-06,4.474437976,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6885,tropical,3.321611485,9.35E-07,1.33E-07,9.068744843,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6886,tropical,3.408115962,1.38E-05,4.41E-06,3.517642281,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6887,tropical,8.96836084,1.63E-05,1.33E-06,6.92963554,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6888,tropical,9.31671715,5.14E-06,0.002435899,2.562157334,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6889,tropical,2.135077064,2.11E-06,0.000244496,2.751596516,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6890,tropical,10.63312016,2.10E-07,4.26E-05,3.263773009,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6891,tropical,2.473228997,1.01E-08,6.14E-05,8.91963252,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6892,tropical,2.436269428,1.83E-08,1.73E-06,4.883764797,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6893,tropical,10.25229935,2.21E-08,1.09E-07,10.11222033,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6894,tropical,6.070356026,1.13E-08,0.005553058,2.218470512,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6895,tropical,2.548510171,2.20E-07,0.000394231,10.87835157,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6896,tropical,4.483020521,3.00E-08,2.49E-06,8.552879206,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6897,tropical,7.598210258,2.37E-06,0.000523497,4.107758339,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6898,tropical,4.117723744,1.41E-08,0.002258094,1.19865358,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6899,tropical,4.515734093,1.09E-08,7.98E-06,7.822830613,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6900,tropical,2.478457069,4.43E-08,0.000395583,5.387360667,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6901,tropical,7.588776091,2.13E-05,1.58E-06,9.837007054,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6902,tropical,2.850699645,1.17E-05,0.00017331,1.742437856,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6903,tropical,10.54378137,1.23E-07,0.007557076,5.53669556,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6904,tropical,9.97848492,5.66E-08,7.76E-06,9.880362706,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6905,tropical,10.43697054,8.00E-08,2.09E-05,8.001592417,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6906,tropical,8.236907512,1.77E-08,0.001152077,4.046156112,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6907,tropical,4.703570659,1.74E-08,2.97E-05,6.848908024,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
hs,6908,tropical,8.810175403,3.91E-08,1.78E-07,9.7045377,on,on,10000,11,30000,5000,1,0,0,0,off,NA,0.1
